age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
39;State-gov;77516;Higher education;13;Never-married;Other;Not-in-family;White;Male;2174;0;40;United-States;<=50K
50;Self-emp-not-inc;83311;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;13;United-States;<=50K
38;Private;215646;Secondary education;9;Divorced;Nontechnical;Not-in-family;White;Male;0;0;40;United-States;<=50K
53;Private;234721;Secondary education;7;Married-civ-spouse;Nontechnical;Husband;Black;Male;0;0;40;United-States;<=50K
28;*;338409;*;13;Married-civ-spouse;*;Wife;Black;Female;0;0;40;*;<=50K
37;Private;284582;Higher education;14;Married-civ-spouse;Nontechnical;Wife;White;Female;0;0;40;United-States;<=50K
49;*;160187;*;5;Married-spouse-absent;*;Not-in-family;Black;Female;0;0;16;*;<=50K
52;Self-emp-not-inc;209642;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;45;United-States;>50K
31;Private;45781;Higher education;14;Never-married;Technical;Not-in-family;White;Female;14084;0;50;United-States;>50K
42;Private;159449;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;5178;0;40;United-States;>50K
37;Private;280464;Higher education;10;Married-civ-spouse;Nontechnical;Husband;Black;Male;0;0;80;United-States;>50K
30;*;141297;*;13;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;*;>50K
23;Private;122272;Higher education;13;Never-married;Other;Own-child;White;Female;0;0;30;United-States;<=50K
32;Private;205019;Higher education;12;Never-married;Nontechnical;Not-in-family;Black;Male;0;0;50;United-States;<=50K
40;*;121772;*;11;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;*;>50K
34;*;245487;*;4;Married-civ-spouse;*;Husband;Amer-Indian-Eskimo;Male;0;0;45;*;<=50K
25;Self-emp-not-inc;176756;Secondary education;9;Never-married;Other;Own-child;White;Male;0;0;35;United-States;<=50K
32;Private;186824;Secondary education;9;Never-married;Technical;Unmarried;White;Male;0;0;40;United-States;<=50K
38;Private;28887;Secondary education;7;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;50;United-States;<=50K
43;Self-emp-not-inc;292175;Higher education;14;Divorced;Nontechnical;Unmarried;White;Female;0;0;45;United-States;>50K
40;Private;193524;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;0;60;United-States;>50K
54;Private;302146;Secondary education;9;Separated;Other;Unmarried;Black;Female;0;0;20;United-States;<=50K
35;Federal-gov;76845;Secondary education;5;Married-civ-spouse;Other;Husband;Black;Male;0;0;40;United-States;<=50K
43;Private;117037;Secondary education;7;Married-civ-spouse;Other;Husband;White;Male;0;2042;40;United-States;<=50K
59;Private;109015;Secondary education;9;Divorced;Technical;Unmarried;White;Female;0;0;40;United-States;<=50K
56;Local-gov;216851;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;>50K
19;Private;168294;Secondary education;9;Never-married;Technical;Own-child;White;Male;0;0;40;United-States;<=50K
54;*;180211;*;10;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;60;*;>50K
39;Private;367260;Secondary education;9;Divorced;Nontechnical;Not-in-family;White;Male;0;0;80;United-States;<=50K
49;Private;193366;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
23;Local-gov;190709;Higher education;12;Never-married;Other;Not-in-family;White;Male;0;0;52;United-States;<=50K
20;Private;266015;Higher education;10;Never-married;Nontechnical;Own-child;Black;Male;0;0;44;United-States;<=50K
45;Private;386940;Higher education;13;Divorced;Nontechnical;Own-child;White;Male;0;1408;40;United-States;<=50K
30;Federal-gov;59951;Higher education;10;Married-civ-spouse;Other;Own-child;White;Male;0;0;40;United-States;<=50K
22;State-gov;311512;Higher education;10;Married-civ-spouse;Other;Husband;Black;Male;0;0;15;United-States;<=50K
48;*;242406;*;7;Never-married;*;Unmarried;White;Male;0;0;40;*;<=50K
21;Private;197200;Higher education;10;Never-married;Technical;Own-child;White;Male;0;0;40;United-States;<=50K
19;Private;544091;Secondary education;9;Married-AF-spouse;Other;Wife;White;Female;0;0;25;United-States;<=50K
31;*;84154;*;10;Married-civ-spouse;*;Husband;White;Male;0;0;38;*;>50K
48;Self-emp-not-inc;265477;Higher education;12;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
31;Private;507875;Secondary education;5;Married-civ-spouse;Technical;Husband;White;Male;0;0;43;United-States;<=50K
53;Self-emp-not-inc;88506;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
24;Private;172987;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;United-States;<=50K
49;Private;94638;Secondary education;9;Separated;Other;Unmarried;White;Female;0;0;40;United-States;<=50K
25;Private;289980;Secondary education;9;Never-married;Nontechnical;Not-in-family;White;Male;0;0;35;United-States;<=50K
57;Federal-gov;337895;Higher education;13;Married-civ-spouse;Technical;Husband;Black;Male;0;0;40;United-States;>50K
53;Private;144361;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;0;38;United-States;<=50K
44;Private;128354;Higher education;14;Divorced;Nontechnical;Unmarried;White;Female;0;0;40;United-States;<=50K
41;State-gov;101603;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
29;Private;271466;Higher education;11;Never-married;Technical;Not-in-family;White;Male;0;0;43;United-States;<=50K
25;Private;32275;Higher education;10;Married-civ-spouse;Nontechnical;Wife;Other;Female;0;0;40;United-States;<=50K
18;*;226956;*;9;Never-married;*;Own-child;White;Female;0;0;30;*;<=50K
47;*;51835;*;15;Married-civ-spouse;*;Wife;White;Female;0;1902;60;*;>50K
50;Federal-gov;251585;Higher education;13;Divorced;Nontechnical;Not-in-family;White;Male;0;0;55;United-States;>50K
47;Self-emp-inc;109832;Secondary education;9;Divorced;Nontechnical;Not-in-family;White;Male;0;0;60;United-States;<=50K
43;Private;237993;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;>50K
46;*;216666;*;3;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
35;*;56352;*;11;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
41;Private;147372;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;0;48;United-States;<=50K
30;Private;188146;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;5013;0;40;United-States;<=50K
30;Private;59496;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;2407;0;40;United-States;<=50K
32;*;293936;*;4;Married-spouse-absent;*;Not-in-family;White;Male;0;0;40;*;<=50K
48;Private;149640;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;0;40;United-States;<=50K
42;Private;116632;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;0;45;United-States;>50K
29;Private;105598;Higher education;10;Divorced;Technical;Not-in-family;White;Male;0;0;58;United-States;<=50K
36;Private;155537;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
28;Private;183175;Higher education;10;Divorced;Other;Not-in-family;White;Female;0;0;40;United-States;<=50K
53;Private;169846;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;0;40;United-States;>50K
49;Self-emp-inc;191681;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;50;United-States;>50K
25;?;200681;Higher education;10;Never-married;?;Own-child;White;Male;0;0;40;United-States;<=50K
19;Private;101509;Higher education;10;Never-married;Technical;Own-child;White;Male;0;0;32;United-States;<=50K
31;Private;309974;Higher education;13;Separated;Nontechnical;Own-child;Black;Female;0;0;40;United-States;<=50K
29;Self-emp-not-inc;162298;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;70;United-States;>50K
23;Private;211678;Higher education;10;Never-married;Technical;Not-in-family;White;Male;0;0;40;United-States;<=50K
79;Private;124744;Higher education;10;Married-civ-spouse;Technical;Other-relative;White;Male;0;0;20;United-States;<=50K
27;*;213921;*;9;Never-married;*;Own-child;White;Male;0;0;40;*;<=50K
40;Private;32214;Higher education;12;Married-civ-spouse;Other;Husband;White;Male;0;0;40;United-States;<=50K
67;?;212759;Secondary education;6;Married-civ-spouse;?;Husband;White;Male;0;0;2;United-States;<=50K
18;Private;309634;Secondary education;7;Never-married;Other;Own-child;White;Female;0;0;22;United-States;<=50K
31;Local-gov;125927;Secondary education;4;Married-civ-spouse;Other;Husband;White;Male;0;0;40;United-States;<=50K
18;Private;446839;Secondary education;9;Never-married;Nontechnical;Not-in-family;White;Male;0;0;30;United-States;<=50K
52;*;276515;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
46;Private;51618;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;0;40;United-States;<=50K
59;Private;159937;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;48;United-States;<=50K
44;Private;343591;Secondary education;9;Divorced;Technical;Not-in-family;White;Female;14344;0;40;United-States;>50K
53;Private;346253;Secondary education;9;Divorced;Nontechnical;Own-child;White;Female;0;0;35;United-States;<=50K
49;Local-gov;268234;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;0;40;United-States;>50K
33;Private;202051;Higher education;14;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;United-States;<=50K
30;Private;54334;Secondary education;5;Never-married;Nontechnical;Not-in-family;White;Male;0;0;40;United-States;<=50K
43;Federal-gov;410867;Higher education;16;Never-married;Technical;Not-in-family;White;Female;0;0;50;United-States;>50K
57;Private;249977;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;<=50K
37;Private;286730;Higher education;10;Divorced;Technical;Unmarried;White;Female;0;0;40;United-States;<=50K
28;Private;212563;Higher education;10;Divorced;Technical;Unmarried;Black;Female;0;0;25;United-States;<=50K
30;*;117747;*;9;Married-civ-spouse;*;Wife;Asian-Pac-Islander;Female;0;1573;35;*;<=50K
