age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
*;State-gov;77516;{Bachelors, Prof-school, Some-college};13;Never-married;*;Not-in-family;White;Male;2174;0;40;{United-States};<=50K
*;Self-emp-not-inc;83311;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;13;{United-States};<=50K
*;Private;215646;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;234721;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Private;338409;*;13;Married-civ-spouse;*;*;Black;*;0;0;40;*;<=50K
*;Private;284582;{Masters};14;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};<=50K
*;Private;160187;*;5;Married-spouse-absent;*;*;Black;*;0;0;16;*;<=50K
*;Self-emp-not-inc;209642;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;45;{United-States};>50K
*;Private;45781;{Masters};14;Never-married;*;Not-in-family;White;Female;14084;0;50;{United-States};>50K
*;Private;159449;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;White;Male;5178;0;40;{United-States};>50K
*;Private;280464;{Bachelors, Prof-school, Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;80;{United-States};>50K
*;State-gov;141297;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};>50K
*;Private;122272;{Bachelors, Prof-school, Some-college};13;Never-married;*;Own-child;White;Female;0;0;30;{United-States};<=50K
*;Private;205019;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;Black;Male;0;0;50;{United-States};<=50K
*;Private;121772;*;11;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;0;40;*;>50K
*;Private;245487;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};4;Married-civ-spouse;*;Husband;Amer-Indian-Eskimo;Male;0;0;45;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
*;Self-emp-not-inc;176756;{HS-grad};9;Never-married;*;Own-child;White;Male;0;0;35;{United-States};<=50K
*;Private;186824;{HS-grad};9;Never-married;*;Unmarried;White;Male;0;0;40;{United-States};<=50K
*;Private;28887;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Self-emp-not-inc;292175;{Masters};14;Divorced;*;Unmarried;White;Female;0;0;45;{United-States};>50K
*;Private;193524;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};>50K
*;Private;302146;{HS-grad};9;Separated;*;Unmarried;Black;Female;0;0;20;{United-States};<=50K
*;Federal-gov;76845;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Private;117037;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;White;Male;0;2042;40;{United-States};<=50K
*;Private;109015;{HS-grad};9;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;Local-gov;216851;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;168294;{HS-grad};9;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;?;180211;*;10;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;0;60;*;>50K
*;Private;367260;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;80;{United-States};<=50K
*;Private;193366;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Local-gov;190709;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Male;0;0;52;{United-States};<=50K
*;Private;266015;{Bachelors, Prof-school, Some-college};10;Never-married;*;Own-child;Black;Male;0;0;44;{United-States};<=50K
*;Private;386940;{Bachelors, Prof-school, Some-college};13;Divorced;*;Own-child;White;Male;0;1408;40;{United-States};<=50K
*;Federal-gov;59951;{Bachelors, Prof-school, Some-college};10;Married-civ-spouse;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;State-gov;311512;{Bachelors, Prof-school, Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;15;{United-States};<=50K
*;Private;242406;*;7;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;197200;{Bachelors, Prof-school, Some-college};10;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Private;544091;{HS-grad};9;Married-AF-spouse;*;Wife;White;Female;0;0;25;{United-States};<=50K
*;Private;84154;{Bachelors, Prof-school, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;38;{?};>50K
*;Self-emp-not-inc;265477;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;507875;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;*;Husband;White;Male;0;0;43;{United-States};<=50K
*;Self-emp-not-inc;88506;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;172987;{Bachelors, Prof-school, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Private;94638;{HS-grad};9;Separated;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
