Assoc-voc,"{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-acdm, Assoc-voc}","{Assoc-acdm, Assoc-voc}","{Assoc-acdm, HS-grad, Prof-school, Assoc-voc}","{HS-grad, Prof-school, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
7th-8th,"{7th-8th}","{7th-8th}","{5th-6th, 7th-8th}","{5th-6th, 7th-8th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
Preschool,"{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}",*
Prof-school,"{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{HS-grad, Prof-school}","{Assoc-acdm, HS-grad, Prof-school, Assoc-voc}","{HS-grad, Prof-school, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
5th-6th,"{5th-6th}","{5th-6th}","{5th-6th, 7th-8th}","{5th-6th, 7th-8th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
1st-4th,"{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
Some-college,"{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{HS-grad, Prof-school, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
Masters,"{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{Masters}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
12th,"{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
Doctorate,"{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
9th,"{9th}","{9th}","{9th}","{5th-6th, 7th-8th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 7th-8th, 1st-4th, 9th}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
10th,"{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
HS-grad,"{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad, Prof-school}","{Assoc-acdm, HS-grad, Prof-school, Assoc-voc}","{HS-grad, Prof-school, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
11th,"{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, 10th}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
Assoc-acdm,"{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm, Assoc-voc}","{Assoc-acdm, Assoc-voc}","{Assoc-acdm, HS-grad, Prof-school, Assoc-voc}","{HS-grad, Prof-school, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{HS-grad, Bachelors, Prof-school, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{12th, 11th, HS-grad, Bachelors, Prof-school, 10th, Masters, Doctorate, Assoc-acdm, Some-college, Assoc-voc}","{5th-6th, 12th, 7th-8th, 1st-4th, HS-grad, 9th, Prof-school, 10th, Masters, 11th, Bachelors, Doctorate, Assoc-acdm, Some-college, Assoc-voc}",*
