9th,"{9th}","{9th, 10th}","{9th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}",*
Some-college,"{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college, Prof-school}","{Some-college, Prof-school}","{Some-college, Prof-school}","{Some-college, HS-grad, Prof-school}","{Some-college, HS-grad, Prof-school}","{Some-college, Preschool, HS-grad, Prof-school}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
Prof-school,"{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Some-college, Prof-school}","{Some-college, Prof-school}","{Some-college, Prof-school}","{Some-college, HS-grad, Prof-school}","{Some-college, HS-grad, Prof-school}","{Some-college, Preschool, HS-grad, Prof-school}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
12th,"{12th, 11th}","{12th, 11th}","{12th, 11th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}",*
1st-4th,"{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{7th-8th, 1st-4th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}",*
Preschool,"{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Some-college, Preschool, HS-grad, Prof-school}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
Assoc-voc,"{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
Assoc-acdm,"{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
Doctorate,"{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Prof-school, Doctorate, Masters, Some-college, Bachelors, Preschool}","{HS-grad, Assoc-voc, Prof-school, Doctorate, Masters, Some-college, Assoc-acdm, Bachelors, Preschool}",*
11th,"{12th, 11th}","{12th, 11th}","{12th, 11th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}","{7th-8th, 10th, 5th-6th, 12th, 1st-4th, 11th, 9th}",*
